db,arm,opp,act_found,all_c,cpr,cpr_n,cpr_opp,cpr_own,cpr_rnd,defect_ep,defect_ep_sd,defect_turn,distinct_traj,donor_degen,donor_n,echo_n,ep_regret,ep_regret_n,gap,mass_c,mass_d,mass_mean,mass_min,n_ep,n_turns,off_task,optimal_match,pad_avg,pad_max,pad_mean,pad_min,pad_n,prompt_tok,scaf_max,scaf_mean,scaf_min,se_ep,turn_regret
exp4_mistral_sem_scratchpad,1,allc,,0.0,0.1998,5000,1.0,0.2,0.9568,0.43965,0.16150968237229618,0.43965,983,,0,0,22.414,1000,0.6464680838870663,0.4325429094641137,0.28358519684075306,0.7161281063048668,0.0,1000,20000,0.0473,0.43965,540.137,697,,195,20000,308.15465,,,,0.00510738460466803,
exp4_mistral_sem_scratchpad,1,tft,,0.001,0.0,5000,0.9424,0.2,0.7582,0.4117,0.15510676967818007,0.4117,992,,0,0,12.915,1000,0.5812135105374169,0.4299175213661364,0.24728118971973753,0.6771987110858739,0.0,1000,20000,0.0619,0.5894,519.54295,681,,200,20000,305.19995,,,,0.00490490672694191,
exp4_mistral_sem_scratchpad,3,allc,,0.001,0.9998,5000,0.9998,1.0,1.0,0.4021,0.17961233253872072,0.4021,987,,0,0,23.916,1000,0.7527296391843326,0.5229167578534175,0.29886809569761497,0.8217848535510324,0.0,1000,20000,0.01445,0.4021,557.37775,2075,5.0331,302,20000,353.24745,45,45.0,45,0.0056798406667793065,
exp4_mistral_sem_scratchpad,3,tft,,0.003,1.0,5000,1.0,1.0,1.0,0.3267,0.1284410759842816,0.3267,980,,0,0,10.254,1000,0.7507172722478677,0.5845498389897329,0.24450732937227068,0.8290571683620035,0.0,1000,20000,0.0179,0.6611,555.6432,688,4.97695,274,20000,351.1943,45,45.0,45,0.00406166345233083,
exp4_mistral_sem_scratchpad,3b,allc,,0.058,0.0,5000,1.0,0.2,0.7888,0.3347,0.20835284975252918,0.3347,805,,0,0,26.612,1000,0.7590220487083711,0.5930721219721561,0.23991566568652084,0.8329877876586769,0.0,1000,20000,0.0099,0.3347,549.35435,682,13.0,230,20000,354.1511,45,45.0,45,0.006588695622048419,
exp4_mistral_sem_scratchpad,3b,tft,,0.062,0.0,5000,0.8354,0.2,0.778,0.29515,0.17978870237031025,0.29515,779,,0,0,9.505,1000,0.7400580011876526,0.6193328433511228,0.20589487334042172,0.8252277166915446,0.0,1000,20000,0.01245,0.70305,543.4313,672,13.0,234,20000,352.46615,45,45.0,45,0.005685417970562939,
exp4_qwen_abs_logit,1,allc,,0.702,0.3966,5000,1.0,0.3966,1.0,0.07025,0.15082253644598342,0.07025,95,,0,0,37.19,1000,0.9468016909770657,0.9299710962848272,0.07002889931221949,0.9999999955970467,0.9999996836551885,1000,20000,0.0,0.07025,,,,,,212.5,,,,0.004769427376530646,
exp4_qwen_abs_logit,1,tft,,0.723,0.3966,5000,0.9688,0.3966,1.0,0.09,0.20135789033459803,0.09,58,,0,0,4.458,1000,0.9614518046627111,0.9098237588345388,0.09017623679374676,0.9999999956282856,0.9999997709443571,1000,20000,0.0,0.8866,,,,,,212.5,,,,0.006367495583037338,
exp4_qwen_abs_logit,3,allc,,0.0,1.0,5000,1.0,1.0,1.0,0.77335,0.08010791159429886,0.77335,167,,0,0,9.066,1000,0.8281632517527064,0.22641260391028958,0.7735873919454982,0.9999999958557877,0.9999999336933613,1000,20000,0.0,0.77335,,,6.1748,,,251.5,39,39.0,39,0.002533234592373948,
exp4_qwen_abs_logit,3,tft,,0.0,0.9998,5000,1.0,0.9998,1.0,0.7815,0.11699465799770518,0.7815,167,,0,0,28.508,1000,0.813565988372206,0.21748107526425606,0.7825189106700348,0.999999985934291,0.9999997090146608,1000,20000,0.0,0.2652,,,6.06725,,,251.5,39,39.0,39,0.003699695933451829,
exp4_qwen_abs_logit,3b,allc,,0.891,0.3962,5000,1.0,0.3962,1.0,0.0325,0.14837031374233864,0.0325,24,,0,0,38.7,1000,0.9857202444861505,0.9673451292928829,0.032654882284427846,1.0000000115773107,0.9999997434454828,1000,20000,0.0,0.0325,,,10.0,,,251.5,39,39.0,39,0.00469188128579571,
exp4_qwen_abs_logit,3b,tft,,0.868,0.395,5000,0.9838,0.395,1.0,0.04415,0.1720124341435816,0.04415,25,,0,0,3.235,1000,0.9869417298003135,0.9567422847981979,0.043257727625007326,1.0000000124232051,0.9999997434454828,1000,20000,0.0,0.91885,,,10.0,,,251.5,39,39.0,39,0.005439510777634327,
exp4_qwen_abs_scratchpad,1,allc,,0.0,0.2104,5000,1.0,0.2104,0.9986,0.7343,0.18397964561331234,0.7343,780,,0,0,10.628,1000,0.1381642947863318,0.051078882741398844,0.14721247290105147,0.1982913556424503,0.0,1000,20000,0.20055,0.7343,532.01085,738,,248,20000,228.5,,,,0.00581794723248673,
exp4_qwen_abs_scratchpad,1,tft,,0.0,0.2112,5000,0.2738,0.3604,0.995,0.9317,0.10336880573944926,0.9317,235,,0,0,34.846,1000,0.2124989913442202,0.012652521614385353,0.21811253239824413,0.23076505401262948,0.0,1000,20000,0.15,0.1116,528.0462,696,,243,20000,228.5,,,,0.0032688086514814536,
exp4_qwen_abs_scratchpad,3,allc,,0.0,1.0,5000,1.0,1.0,1.0,0.83325,0.12476753383793397,0.83325,638,,0,0,6.67,1000,0.20244217038172962,0.0413759647336932,0.22591873629607434,0.26729470102976755,0.0,1000,20000,0.09325,0.83325,512.46605,699,6.4387,236,20000,267.5,39,39.0,39,0.003945495849700009,
exp4_qwen_abs_scratchpad,3,tft,,0.0,0.9996,5000,0.9996,1.0,1.0,0.91555,0.09818705362724761,0.91555,244,,0,0,34.204,1000,0.2516537553253266,0.0214193643307222,0.2620313217965887,0.28345068612731095,0.0,1000,20000,0.07705,0.12675,502.7929,692,6.22005,249,20000,267.5,39,39.0,39,0.0031049472620319975,
exp4_qwen_abs_scratchpad,3b,allc,,0.0,0.2092,5000,1.0,0.2092,0.9932,0.83945,0.1397003847525124,0.83945,611,,0,0,6.422,1000,0.20888768163688182,0.0391399654480053,0.23251903055682918,0.2716589960048345,0.0,1000,20000,0.07755,0.83945,535.44285,707,10.0,223,20000,267.5,39,39.0,39,0.004417714058197972,
exp4_qwen_abs_scratchpad,3b,tft,,0.0,0.2114,5000,0.2688,0.2122,0.9996,0.94235,0.09454616597197371,0.94235,179,,0,0,35.369,1000,0.300491092828661,0.01355219573149337,0.3073171947477873,0.32086939047928065,0.0,1000,20000,0.05075,0.10345,528.9989,677,10.0,326,20000,267.5,39,39.0,39,0.0029898122850774427,
exp4_qwen_sem_logit,1,allc,,0.948,0.3998,5000,1.0,0.3998,1.0,0.0089,0.05666383326249646,0.0089,25,,0,0,39.644,1000,0.990183482041878,0.9908943401883898,0.0090986180010182,0.9999929581894081,0.9999747409116351,1000,20000,0.0,0.0089,,,,,,260.5,,,,0.001791867740654985,
exp4_qwen_sem_logit,1,tft,,0.948,0.3998,5000,0.9994,0.3998,1.0,0.0088,0.05121093633199846,0.0088,24,,0,0,2.132,1000,0.9912878396417902,0.9911947801862295,0.008798137323962552,0.999992917510192,0.9999763626959904,1000,20000,0.0,0.946,,,,,,260.5,,,,0.0016194319991898395,
exp4_qwen_sem_logit,3,allc,,0.428,1.0,5000,1.0,1.0,1.0,0.05095,0.06384823803363723,0.05095,107,,0,0,37.962,1000,0.9019261501056418,0.9493890735448236,0.050604513857667795,0.9999935874024913,0.9999807238631122,1000,20000,0.0,0.05095,,,4.95065,,,299.5,39,39.0,39,0.002019058567748841,
exp4_qwen_sem_logit,3,tft,,0.451,1.0,5000,1.0,1.0,1.0,0.0653,0.08521097347173073,0.0653,110,,0,0,2.644,1000,0.8929508935902825,0.9327811611262276,0.06721217824136652,0.9999933393675939,0.9999601954601184,1000,20000,0.0,0.9184,,,4.95035,,,299.5,39,39.0,39,0.0026946075781085453,
exp4_qwen_sem_logit,3b,allc,,0.559,0.3996,5000,1.0,0.3996,1.0,0.04195,0.09210156079024938,0.04195,46,,0,0,38.322,1000,0.9504011108711893,0.9596510313267207,0.04034354391966668,0.9999945752463875,0.9999774003787189,1000,20000,0.0,0.04195,,,10.0,,,299.5,39,39.0,39,0.0029125070815364555,
exp4_qwen_sem_logit,3b,tft,,0.587,0.4,5000,0.9978,0.4,1.0,0.045,0.10716809226630845,0.045,46,,0,0,2.139,1000,0.9531858700485127,0.9553365344054564,0.044658053582546896,0.9999945879880033,0.9999816764882217,1000,20000,0.0,0.9451,,,10.0,,,299.5,39,39.0,39,0.003388952640566109,
exp4_qwen_sem_scratchpad,1,allc,,0.103,0.329,5000,1.0,0.329,0.9942,0.4036,0.26627436977673985,0.4036,699,,0,0,23.856,1000,0.2780636151105566,0.23991173227349677,0.164039226372953,0.4039509586464498,0.0,1000,20000,0.037,0.4036,556.50255,711,,281,20000,273.5,,,,0.008420334910203987,
exp4_qwen_sem_scratchpad,1,tft,,0.155,0.3268,5000,0.7604,0.3664,0.994,0.4947,0.3511152374933335,0.4947,509,,0,0,17.564,1000,0.3125011877467069,0.19900635962545565,0.19578552622696804,0.3947918858524237,0.0,1000,20000,0.03835,0.5296,546.93165,721,,240,20000,273.5,,,,0.011103238716698835,
exp4_qwen_sem_scratchpad,3,allc,,0.001,1.0,5000,1.0,1.0,1.0,0.38345,0.17709770608339342,0.38345,957,,0,0,24.662,1000,0.21414080689630563,0.24599141745179667,0.1411168906769462,0.38710830812874286,0.0,1000,20000,0.02445,0.38345,523.9002,695,5.0279,298,20000,312.5,39,39.0,39,0.005600321196145807,
exp4_qwen_sem_scratchpad,3,tft,,0.003,1.0,5000,1.0,1.0,1.0,0.59755,0.2460721388129912,0.59755,689,,0,0,20.515,1000,0.24770851301257607,0.1576817550646159,0.21158543699376092,0.3692671920583768,0.0,1000,20000,0.02555,0.44095,513.84565,707,5.033,299,20000,312.5,39,39.0,39,0.007781484273581745,
exp4_qwen_sem_scratchpad,3b,allc,,0.0,0.3254,5000,1.0,0.3254,1.0,0.597,0.1531371933920692,0.597,787,,0,0,16.12,1000,0.29767560719492164,0.18966332500921815,0.26899400585936706,0.4586573308685852,0.0,1000,20000,0.0169,0.597,542.1225,701,10.0,302,20000,312.5,39,39.0,39,0.004842623256046252,
exp4_qwen_sem_scratchpad,3b,tft,,0.0,0.3494,5000,0.721,0.3886,1.0,0.69905,0.17821783721053286,0.69905,545,,0,0,24.791,1000,0.33882464434202364,0.14238893309169842,0.3064944425368436,0.448883375628542,0.0,1000,20000,0.0163,0.33845,534.3512,706,10.0,301,20000,312.5,39,39.0,39,0.0056357428525439296,
exp5_llama_sem_minimal,1,allc,,0.0,0.2,5000,0.984,0.2,1.0,0.73065,0.13637476856075686,0.73065,927,,0,0,10.774,1000,0.5912746653999541,0.2179577901497195,0.6059491348934224,0.8239069250431419,0.012125283514739668,1000,20000,0.0004,0.73065,502.9589,731,,52,20000,252.75,,,,0.004312548840303145,
exp5_llama_sem_minimal,1,tft,,0.0,0.2,5000,0.8802,0.2,1.0,0.7361,0.124907125497307,0.7361,938,,0,0,25.265,1000,0.5501640594490878,0.21322642317746168,0.5962139546345883,0.80944037781205,0.0058683924934690565,1000,20000,0.0003,0.2912,500.2597,710,,50,20000,252.75,,,,0.003949910125559821,
exp5_llama_sem_minimal,3,allc,,0.0,1.0,5000,1.0,1.0,1.0,0.71245,0.13956180530503323,0.71245,945,,0,0,11.502,1000,0.5883826093235985,0.2374883080512136,0.5903168305555685,0.8278051386067821,0.026943402395390118,1000,20000,5e-05,0.71245,538.9466,713,2.05,67,20000,286.75,34,34.0,34,0.0044133317912887545,
exp5_llama_sem_minimal,3,tft,,0.0,0.9998,5000,0.9998,1.0,1.0,0.68505,0.1326046662074906,0.68505,982,,0,0,22.866,1000,0.5563628352732566,0.2547549855620774,0.563630968800676,0.8183859543627534,0.25310547845724113,1000,20000,0.0,0.34125,537.7226,713,2.05,50,20000,286.75,34,34.0,34,0.004193327735820323,
exp5_llama_sem_minimal,3b,allc,,0.0,0.2,5000,1.0,0.2,1.0,0.6386000000000001,0.1652726232622935,0.6386,968,,0,0,14.456,1000,0.6211774770258525,0.3045986489908564,0.5371397450028516,0.8417383939937079,0.017041677659873862,1000,20000,5e-05,0.6386,509.76695,717,5.0,52,20000,286.75,34,34.0,34,0.005226379243797756,
exp5_llama_sem_minimal,3b,tft,,0.0,0.2,5000,0.9218,0.2,1.0,0.66135,0.1599958671341232,0.66135,962,,0,0,21.959,1000,0.6130347026798689,0.2825143980319774,0.5577694751534593,0.8402838731854366,0.12459512922067967,1000,20000,0.0,0.36735,499.7872,726,5.0,45,20000,286.75,34,34.0,34,0.005059513563575061,
exp5_mistral_sem_minimal,1,allc,,0.0,0.2,5000,1.0,0.2,0.9698,0.42745,0.10029455369061673,0.42745,1000,,0,0,22.902,1000,0.6096171061510681,0.4059697595929089,0.2674267858333835,0.6733965454262923,0.0,1000,20000,0.06675,0.42745,503.52965,705,,214,20000,290.11675,,,,0.0031715922657239537,
exp5_mistral_sem_minimal,1,tft,,0.0,0.2,5000,0.9362,0.2,0.9702,0.3807,0.1102384234284943,0.3807,996,,0,0,11.44,1000,0.5528838999136361,0.4093269898017871,0.2205797670644265,0.6299067568662137,0.0,1000,20000,0.08655,0.6151,490.47665,670,,217,20000,287.6553,,,,0.0034860450370011,
exp5_mistral_sem_minimal,3,allc,,0.0,0.997,5000,0.997,1.0,1.0,0.4356,0.10652530215868905,0.4356,999,,0,0,22.576,1000,0.7767743463895357,0.49005185799118545,0.34391194477234266,0.8339638027635281,0.0,1000,20000,0.01405,0.4356,540.191,684,5.01885,285,20000,334.8844,45,45.0,45,0.003368625832591088,
exp5_mistral_sem_minimal,3,tft,,0.0,0.9984,5000,0.9994,1.0,0.999,0.4131,0.10041608436898943,0.4131,998,,0,0,11.994,1000,0.7751832821270056,0.5089396164750333,0.32833676608175927,0.8372763825567925,0.0,1000,20000,0.01605,0.5887,537.14135,683,4.9765,269,20000,331.7811,45,45.0,45,0.0031754354032163846,
exp5_mistral_sem_minimal,3b,allc,,0.0,0.2,5000,1.0,0.2,0.9992,0.4062,0.11858144880207866,0.4062,989,,0,0,23.752,1000,0.7653332689901092,0.5048185871128862,0.3222710144367323,0.8270896015496184,0.0,1000,20000,0.0274,0.4062,544.9081,688,13.0,242,20000,335.4099,45,45.0,45,0.0037498746645721376,
exp5_mistral_sem_minimal,3b,tft,,0.001,0.2,5000,0.793,0.2,0.9948,0.3771,0.1104110048862884,0.3771,992,,0,0,11.373,1000,0.7429604976802445,0.5170720673160093,0.29479714199561974,0.811869209311629,0.0,1000,20000,0.03285,0.6211,539.6685,678,13.0,215,20000,332.8567,45,45.0,45,0.0034915025418865158,
exp5_qwen_sem_minimal,1,allc,,0.029,0.25,5000,1.0,0.25,0.9998,0.6499,0.26175368192252807,0.6499,778,,0,0,14.004,1000,0.2617607095582609,0.12996843788410842,0.23785354183677196,0.3678219797208803,0.0,1000,20000,0.0391,0.6499,566.874,739,,309,20000,256.5,,,,0.008277378208104303,
exp5_qwen_sem_minimal,1,tft,,0.031,0.3846,5000,0.8772,0.385,0.9998,0.75725,0.26273548960884596,0.75725,554,,0,0,27.346,1000,0.3014786220635071,0.08769613245498249,0.2860905056807249,0.37378663813570745,0.0,1000,20000,0.0384,0.27975,559.68565,731,,308,20000,256.5,,,,0.008308425693234549,
exp5_qwen_sem_minimal,3,allc,,0.003,1.0,5000,1.0,1.0,1.0,0.6411,0.24527696589773773,0.6411,799,,0,0,14.356,1000,0.26144526973057786,0.12395067026043537,0.249762286183744,0.37371295644417935,0.00034332178447982203,1000,20000,0.0307,0.6411,546.68675,706,5.24795,282,20000,295.5,39,39.0,39,0.007756338698122975,
exp5_qwen_sem_minimal,3,tft,,0.0,1.0,5000,1.0,1.0,1.0,0.7518,0.19790593725302938,0.7518,666,,0,0,26.846,1000,0.2895189320398416,0.0881227567628195,0.29132378005589565,0.3794465368187152,0.0007711432573205331,1000,20000,0.02555,0.2856,540.2404,718,5.13185,242,20000,295.5,39,39.0,39,0.006258335241899398,
exp5_qwen_sem_minimal,3b,allc,,0.008,0.2678,5000,1.0,0.2678,1.0,0.59735,0.22977266482329878,0.59735,851,,0,0,16.106,1000,0.2634170227526519,0.16341933520915516,0.23663092697687388,0.40005026218602907,0.0,1000,20000,0.02975,0.59735,576.146,747,10.0,323,20000,295.5,39,39.0,39,0.007266049648880745,
exp5_qwen_sem_minimal,3b,tft,,0.0,0.381,5000,0.7522,0.381,1.0,0.73465,0.20600212984335864,0.73465,631,,0,0,26.066,1000,0.30030515233337157,0.10471242887121873,0.2942774153560948,0.39898984422731354,0.0,1000,20000,0.02885,0.30355,566.0226,743,10.0,301,20000,295.5,39,39.0,39,0.006514359331507589,
sweep,1,allc,,0.01,0.2,8000,0.998625,0.2,1.0,0.305375,0.24002444536963313,0.305375,1206,,,0,27.785,1600,0.552427921704591,0.6952948002423237,0.3036814013982946,0.9989762016406183,0.9965995463588806,1600,32000,0.0,0.305375,,,,,,256.75,,,,0.006000611134240828,
sweep,1,tft,,0.01625,0.2,8000,0.982625,0.2,1.0,0.30534375,0.2283593808800889,0.30534375,1216,,,0,9.725625,1600,0.5270875379683362,0.6913765121831582,0.3076477507337468,0.9990242629169049,0.9967118286804406,1600,32000,0.0,0.69159375,,,,,,256.75,,,,0.005708984522002222,
sweep,3,allc,,0.31125,0.3075,8000,0.845875,0.461625,1.0,0.08034375,0.09612592957125304,0.08034375,453,,,0,36.78625,1600,0.8444704692692083,0.9214880360713411,0.07816066271060534,0.9996486987819464,0.9990239945043997,1600,32000,0.0,0.08034375,,,0.0,,,288.7,32,31.95,31,0.002403148239281326,
sweep,3,tft,,0.31625,0.243625,8000,0.840375,0.40325,1.0,0.09678125,0.13155541474389223,0.09678125,520,,,0,4.021875,1600,0.8160504934070343,0.9015069477610759,0.09812562960605506,0.999632577367131,0.9990188633696127,1600,32000,0.0,0.86853125,,,0.0,,,288.7,32,31.95,31,0.003288885368597306,
sweep,3b,allc,,0.58125,0.0,8000,0.8,0.2,1.0,0.0383125,0.0689494549924073,0.0383125,226,,,0,38.4675,1600,0.924612920261915,0.9619052705677579,0.037734252163700334,0.9996395227314582,0.9984718818494185,1600,32000,0.0,0.0383125,,,16.95,,,288.7,32,31.95,31,0.0017237363748101825,
sweep,3b,tft,,0.570625,0.0,8000,0.79825,0.2,1.0,0.04428125,0.08689135974558979,0.04428125,247,,,0,2.82,1600,0.9132584583580151,0.9547729755939318,0.04485756467918758,0.9996305402731195,0.998696530288935,1600,32000,0.0,0.91334375,,,16.95,,,288.7,32,31.95,31,0.002172283993639745,
